niprod,cod_prod,des_prod,niprov,cod_prov,rsoc,cod_prodpr,cod_barrpr,fecvig,cost_usual,cost_ext,plazo_pago,pc_pv,prec_uc,prec_uc_ext,preferido
131016,MSC-PSL-02804,SECODAL (LORAZEPAM) 2.5 MG COMP - ROSPAW,38,LAB0038,ROSPAW S.R.L.,,,06/05/2024,0,0,0,0,"23,429","23,429",0
131130,MEG-IAG-01924,AMITRIPTILINA 75MG AMIPTRIL 75 ROSPAW x 500 COMPR (PH),38,LAB0038,ROSPAW S.R.L.,,,10/06/2024,0,0,0,0,"77,821","77,821",0
131131,MEG-IAG-01925,CLOZAPINA ROSPAW 100 mg comp,38,LAB0038,ROSPAW S.R.L.,,,19/04/2024,0,0,0,0,"530,38842","530,38842",0
131132,MEG-IAG-01926,PAROXETINA 20MG - ROSPAW,38,LAB0038,ROSPAW S.R.L.,,,07/05/2024,0,0,0,0,"101,128345","101,128345",0
131133,MEG-IAG-01927,VENLAFAXINA 75MG - ROSPAW X 500 COMPR,38,LAB0038,ROSPAW S.R.L.,,,17/05/2024,0,0,0,0,"116,210115","116,210115",0
133404,MEG-IAG-02714,APECUR - ARIPIPRAZOL - APECUR - 5 MG COMPR - ROSPAW,38,LAB0038,ROSPAW S.R.L.,,,28/10/2024,0,0,0,0,"81,17404444","81,17404444",0
15630,42765,ADRENALINA BIOQUIM 1 mg a.x 100 x 1 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,29/02/2024,0,0,0,0,"179,9996","179,9996",0
15658,29712,BIO TARBUN 400 mg comp.rec.x 20,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,"391,0695","391,0695",0
15664,37780,BLAMY cr.x 20 g,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,"105,3898","105,3898",0
15704,PSI426804,CLORPROMAZINA DUNCAN 25 mg a.x 100 x 5 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,"60,0003","60,0003",0
15711,11338,CURINFLAM gel x 50 g,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,130,130,0
15717,35010,CURINFLAM PLUS comp.x 15,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,"156,73","156,73",0
15718,39542,CURINFLAM VL gel x 50 g,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,"96,7505","96,7505",0
15750,457,ENALDUN 20 mg comp.x 30,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,"237,41","237,41",0
15753,35079,ERIT BIOQUIM 500 mg comp.x 16,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,06/10/2023,0,0,0,0,"1569,696","1569,696",0
15779,30248,HISTALER jbe.x 1 x 120 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,06/10/2023,0,0,0,0,"675,2448","675,2448",0
15793,PSI455525,DETENLER 25 mg a. x 100 x 1 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,08/07/2022,0,0,0,0,260,260,0
15805,30114,NAMIR jbe.x 120 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,"134,9996","134,9996",0
15806,55519,NETOCUR 400/80 mg comp.x 1000,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"40,441054","40,441054",0
15826,55526,OCITOCINA 5 UI a.x 100 x 1 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,12/01/2022,0,0,0,0,"24,793","24,793",0
15839,19486,RUPE N 20 mg a.x 100 x 1 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,15/02/2024,0,0,0,0,"230,00043","230,00043",0
15846,34031,RUPEDEX 8 mg iny.a.x 2 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,29/11/2023,0,0,0,0,"53,719","53,719",0
15864,38921,SAXIOM 4 mg comp.x 20,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/10/2022,0,0,0,0,"439,31","439,31",0
100801,PSI421146,MIDAZOLAN GEMEPE 15 mg/3 ml iny.a.x 100,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,27/05/2024,0,0,0,0,"421,488","421,488",0
122992,MEG-IAG-00243,NETOCUR - COTRIMOXAZOL 200/40 JARABE 100ML,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,26/07/2024,0,0,0,0,"826,4463333","826,4463333",0
122999,MEG-IAG-00250,CURINFLAM - DICLOFENAC SODICO 100MG,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"43,47370471","43,47370471",0
123000,MEG-IAG-00251,HEPARINA SODICA DUNCAN 5.000UI 5ML,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,24/01/2024,0,0,0,0,"6000,00038","6000,00038",0
123010,MEG-IAG-00261,Curinflam Plus (Diclof sod. 50Mg + Piridinol 4Mg) (PH) - Duncan,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"27,24793137","27,24793137",0
123020,MEG-IAG-00272,ATROPINA SULFATO AL 1O/OO BIOQUIM - INYECTABLE IM - IV,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,05/11/2024,0,0,0,0,"165,28925","165,28925",0
123021,MEG-IAG-03340,CAFEINA AL 25% INYECTABLE IM - IV,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,28/03/2024,0,0,0,0,"208,99965","208,99965",0
123050,MEG-IAG-00302,SOLUCION GLUCOSADA HIPERTONICA AL 25% - BIOQUIM,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,02/02/2024,0,0,0,0,"272,72","272,72",0
123097,MEG-IAG-00349,RUPEDIZ - DIAZEPAM 10MG,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,28/06/2024,0,0,0,0,"140,49586","140,49586",0
123341,PME-APC-03068,ACCESORIO DOBLE CONTRASTE DE COLON EZEM TEMIS LOSTALO,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,05/06/2024,0,0,0,0,"177,68595","177,68595",0
124349,MEG-IAG-00799,ALGINON 30MG - KETOROLAC - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,05/06/2024,0,0,0,0,"177,686","177,686",0
124503,MEG-IAG-00808,HEPARINA SODICA DUNCAN 5.000UI 10ML - MARCA DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,26/10/2023,0,0,0,0,"5400,0001","5400,0001",0
124626,MEG-IAG-03384,CEPLENE PLUS 500MG - LEVOFLOXACINA - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,06/12/2024,0,0,0,0,"82,645","82,645",0
124633,MEG-IAG-00821,"RUPEDEX  DEXAMETASONA  0,5mg COMP. - DUNCAN",39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"31,4049","31,4049",0
125002,MEG-IAG-01951,KAILASA 500mg  CLARITROMICINA comp. - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,12/05/2022,0,0,0,0,"26,446","26,446",0
125717,MEG-IAG-01971,LEVOFLOXACINA 750 MG - COMP - MARCA DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,06/12/2024,0,0,0,0,"111,57","111,57",0
125730,MEG-IAG-02004,RANITIDINA 50MG Amp. (PH) - MARCA DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,08/03/2023,0,0,0,0,25,25,0
125774,MEGIAG027,RUPESONA B MEPREDNISONA 8 MG COMP. - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,18/09/2024,0,0,0,0,"76,85","76,85",0
125899,MED-GAF01,VITAMINA C 1G X 5 ML - MARCA DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"206,612","206,612",0
125992,MEG-IAG-01979,MEPREDNISONA 40MG  - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"348,14049","348,14049",0
125994,MED-GAF01,SULFATO DE MAGNESIO 25% X 5ML - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"227,4794005","227,4794005",0
126036,MEG-IAG-01964,METFORMINA 850 MG COMP - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"41,322314","41,322314",0
126055,PSI321438,CLORPROMAZINA DUNCAN 50 mg a.x 100 x 2 ml,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,14/10/2024,0,0,0,0,"177,686","177,686",0
126056,PSI421501,MIDAZOLAM DUNCAN 15 mg/3 ml iny.a.x 100,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,12/06/2024,0,0,0,0,"421,488","421,488",0
127681,MEG-IAG-01455,DOPAMINA 200mg  - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,23/03/2023,0,0,0,0,"3305,8","3305,8",0
127685,MEG-IAG-01459,GENTAMICINA 80MG AMP - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,25/03/2024,0,0,0,0,"241,00054","241,00054",0
128334,MEG-IAG-01701,KOLKIN 40mg FUROSEMIDA COMP. - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"30,330179","30,330179",0
129076,MEG-IAG-01777,KOLKIN 20mg FUROSEMIDA (PH) - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"181,983521","181,983521",0
129155,MEG-IAG-01786,NALBUFINA 10MG AMP 1 ML,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,14/10/2024,0,0,0,0,"341,322","341,322",0
129156,MEG-IAG-01787,BROMHEXINA CLORH. 0.2% SOL. 120ML - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,17/09/2024,0,0,0,0,"661,157","661,157",0
129157,MEG-IAG-01788,DIFENHIDRAMINA CLORH. 0.25% JARABE - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"570,248","570,248",0
129158,MEG-IAG-01789,HIOSCINA 20MG + DIPIRONA 2.5GR AMPOLLAS - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,06/10/2023,0,0,0,0,"165,28899","165,28899",0
129393,MEG-IAG-01832,CIPROFLOXACINA 500mg DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,03/10/2024,0,0,0,0,"47,123966","47,123966",0
129394,MEG-IAG-03389,NETOCUR 800/160 mg comp,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,06/12/2023,0,0,0,0,"29,99953","29,99953",0
129591,MEG-IAG-01849,PRAVIL 20mg - OMEPRAZOL DUNCAN HOSPITALARIO,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"38,41887912","38,41887912",0
129592,MEG-IAG-01850,SIPAR 20MG  PANTOPRAZOL (PH) - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"30,33017659","30,33017262",0
129593,MEG-IAG-01851,SIPAR 40 mg PANTOPRAZOL COMP. (PH)  - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,21/12/2023,0,0,0,0,"39,42935714","39,42935913",0
131128,MEG-IAG-01922,ATORVASTATIN 10 MG X 1 COMP - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,13/05/2024,0,0,0,0,"28,099","28,099",0
131137,MEG-IAG-01929,LEVOMEPROMAZINA DUNCAN 25 mg comp,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,13/05/2024,0,0,0,0,"57,851","57,851",0
132514,MEG-IAG-01997,METFORMINA 500 MG COMP - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"20,661155","20,661155",0
132619,MEG-IAG-02059,CLINDAMICINA 600MG DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,14/06/2024,0,0,0,0,"520,66115","520,66115",0
132920,MEG-IAG-02073,LOSARTAN 50MG - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"37,190082","37,190082",0
133055,MEG-IAG-02107,AMLODIPINA 10MG - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,17/09/2024,0,0,0,0,"33,058","33,058",0
133056,MEG-IAG-02108,AZITROMICINA 500MG - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"282,02479","282,02479",0
133057,MEG-IAG-02109,DIPIRONA 1GR - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,26/07/2024,0,0,0,0,"223,14049","223,14049",0
133328,MEG-IAG-02674,CLINDAMICINA DUNCAN 300 mg cáps - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,17/09/2024,0,0,0,0,"115,702","115,702",0
133368,MEG-IAG-02683,ENALAPRIL 10 MG COMPRIMIDO - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"18,181818","18,181818",0
133389,MEG-IAG-02702,ENALAPRIL 20 MG COMPRIMIDO - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"26,44628","26,44628",0
133390,MEG-IAG-02703,ENALAPRIL  5 MG COMPRIMIDO - DUNCAN,39,LAB0039,LABORATORIOS DUNCAN S.A.,,,20/09/2024,0,0,0,0,"19,00826","19,00826",0
95302,54866,CUREFINI pote x 240 ml,40,LAB0040,SIDUS S.A.,,,07/02/2024,0,0,0,0,"73063,908","73063,908",0
124159,MEE-EST-01975,ANESCART FORTE x 50 Carpules Plásticos,40,LAB0040,SIDUS S.A.,300210,,12/04/2024,0,0,0,93,"18244,57053","18244,57053",0
124160,MEE-EST-01976,ANESCART FORTE x 100 Carpules Plásticos,40,LAB0040,SIDUS S.A.,300884,,21/11/2023,0,0,0,93,"23941,6892","23941,6892",0
129224,61220,CUREFINI pote x 120 ml,40,LAB0040,SIDUS S.A.,,,15/11/2023,0,0,0,0,"22161,42","22161,42",0
96708,17678,ASPIRINA 100 VENT-3 100mg blist.x10 x10comp.,41,LAB0041,LABORATORIOS VENT3,,,31/10/2023,0,0,0,0,"7,297","7,297",0
96710,8940,ASPIRINA 500 VENT-3 500mg blist.x10 x10comp.,41,LAB0041,LABORATORIOS VENT3,,,24/09/2024,0,0,0,0,"2399,999889","2399,999815",0
96721,15480,CALCIO BASE VENT-3 tab.mast.x 60,41,LAB0041,LABORATORIOS VENT3,,,13/06/2024,0,0,0,0,"2252,7272","2252,7272",0
96731,56724,KETOROLAC 10 MG SL 10 mg comp.subl.x 10,41,LAB0041,LABORATORIOS VENT3,,,10/05/2024,0,0,0,0,"21,49","21,49",0
96762,10069,SALES PARA REHIDRATACION ORAL sob.x 3 x 27.9 g,41,LAB0041,LABORATORIOS VENT3,,,02/10/2023,0,0,0,0,"358,2568","358,2568",0
123049,MEG-IAG-00301,SALES PARA REHIDRATACION ORAL - SABOR FRUTADO,41,LAB0041,LABORATORIOS VENT3,,,20/12/2023,0,0,0,0,"800,9232067","800,9232067",0
123062,MEG-IAG-03343,ASPIRINA VENT3 100MG,41,LAB0041,LABORATORIOS VENT3,,,23/11/2024,0,0,0,0,"14,00000075","14,00000075",0
123066,MEG-IAG-00318,CALCIO BASE VENT3 - CARBONATO DE CALCIO 1250MG [EQUIVALENTE A 500MG DE CALCIO],41,LAB0041,LABORATORIOS VENT3,,,08/07/2024,0,0,0,0,"53,99988","53,99988",0
123075,MEG-IAG-00327,NORVIKEN VENT3 100MG CAPSULAS - DICLOFENAC SODICO,41,LAB0041,LABORATORIOS VENT3,,,06/11/2023,0,0,0,0,"16,37395111","16,37395111",0
123105,MEG-IAG-00357,IBUPROFENO VENT3 600MG,41,LAB0041,LABORATORIOS VENT3,,,20/09/2024,0,0,0,0,"27,768595","27,768595",0
123517,58989,IBUPROFENO VENT-3 600mg blíst.x50 x10comp.,41,LAB0041,LABORATORIOS VENT3,,,20/12/2023,0,0,0,0,"18474,5912","18474,5912",0
123519,58990,OMEPRAZOL VENT 3 20mg blíst.x50 x 14cáps.,41,LAB0041,LABORATORIOS VENT3,,,29/06/2023,0,0,0,0,"3850,7037","3850,7037",0
124556,59525,PARACETAMOL VENT-3 500mg blíst.x50x10comp.,41,LAB0041,LABORATORIOS VENT3,,,19/06/2024,0,0,0,0,"12999,998","12999,998",0
124729,59588,IBUPROFENO VENT-3 400mg blíst.x50 x10comp.,41,LAB0041,LABORATORIOS VENT3,,,02/08/2024,0,0,0,0,"10330,578","10330,578",0
126027,MEG-IAG-01984,SIMVASTATIN 20 MG - VANNIER,41,LAB0041,LABORATORIOS VENT3,,,02/08/2024,0,0,0,0,"52,71","52,71",0
128187,DEC-AGU-01779,JERINGA DESCARTABLE 1ML TUBERCULINA C/AGUJA 15/5  - NEOJET,41,LAB0041,LABORATORIOS VENT3,,,25/09/2023,0,0,0,0,"296,08","296,08",0
128689,MEG-IAG-00904,OMEPRAZOL VENT3 20mg - x cápsulas,41,LAB0041,LABORATORIOS VENT3,,,23/05/2024,0,0,0,0,25,25,0
128821,MEG-IAG-01748,IBUPROFENO 400MG VENT3,41,LAB0041,LABORATORIOS VENT3,,,20/09/2024,0,0,0,0,"20,66","20,66",0
129122,MEG-IAG-01779,SALES PARA REHIDRATACION ORAL - VENT3,41,LAB0041,LABORATORIOS VENT3,,,23/11/2024,0,0,0,0,"1313,999998","1313,999998",0
129373,MEG-IAG-01825,ASPIRINA 100 VENT3,41,LAB0041,LABORATORIOS VENT3,,,22/05/2024,0,0,0,0,"15,42992","15,42992",0
129588,MEG-IAG-01848,NORVIKEN VENT3 75MG Comprimidos - DICLOFENAC SODICO - VENT3,41,LAB0041,LABORATORIOS VENT3,,,20/09/2024,0,0,0,0,"19,008264","19,008264",0
131147,MEG-IAG-01931,ENALAPRIL 10 MG VENT3,41,LAB0041,LABORATORIOS VENT3,,,21/08/2024,0,0,0,0,"24,9986","24,9986",0
132991,MEG-IAG-02080,PARACETAMOL VENT-3 500 mg COMP.,41,LAB0041,LABORATORIOS VENT3,,,24/09/2024,0,0,0,0,"31,00000629","31,00000629",0
23432,23390,BOTOX 100 U vial x 1,42,LAB0042,ALLERGAN PRODUCTOS FARMACEUTIC,,,21/04/2023,0,0,0,0,"28416,63","28416,63",0
23433,44664,BOTOX 200 U vial x 1,42,LAB0042,ALLERGAN PRODUCTOS FARMACEUTIC,,,23/12/2022,0,0,0,0,"46506,82","46506,82",0
116978,52109,KETOCAL 4:1 lata x 300 g,43,LAB0043,AMN ADVANCED MEDICAL NUTRITION,,,12/11/2024,0,0,0,0,"304262,75","304262,75",0
117001,48978,NEOCATE GOLD env.x 400 g,43,LAB0043,AMN ADVANCED MEDICAL NUTRITION,,,03/10/2022,0,0,0,0,"10913,513","10913,513",0
117020,48445,SOUVENAID vainilla bot.x 4 x 125ml,43,LAB0043,AMN ADVANCED MEDICAL NUTRITION,,,28/06/2022,0,0,0,0,"2906,398333","2906,398333",0
122662,LVS-00028,NEOCATE LCP - GOLD 400GR,43,LAB0043,AMN ADVANCED MEDICAL NUTRITION,,,03/03/2023,0,0,0,0,"17308,40667","17308,40667",0
23432,23390,BOTOX 100 U vial x 1,44,LAB0044,ABBVIE S.A.,,,02/05/2023,0,0,0,0,"28416,82575","28416,82575",0
23433,44664,BOTOX 200 U vial x 1,44,LAB0044,ABBVIE S.A.,,,09/12/2023,0,0,0,0,"140718,63","140718,63",0
23459,52262,OZURDEX implante oft.intravítrea,44,LAB0044,ABBVIE S.A.,,,11/08/2023,0,0,0,0,"254074,72","254074,72",0
119552,53901,HUMIRA AC X 2 (40 MG) 40mg/0.4ml lap.prell.x 2,44,LAB0044,ABBVIE S.A.,,,10/03/2023,0,0,0,0,"145277,15","145277,15",0
119556,38829,KALETRA 50/200 mg comp.rec.x 120,44,LAB0044,ABBVIE S.A.,,,19/07/2023,0,0,0,0,"79888,51","79888,51",0
119557,27824,KALETRA jbe.x 160 ml,44,LAB0044,ABBVIE S.A.,,,04/02/2022,0,0,0,0,"11318,58","11318,58",0
119558,55552,MAVIRET comp.rec.x 84,44,LAB0044,ABBVIE S.A.,,,20/09/2022,0,0,0,0,617100,617100,0
119559,56945,RINVOQ 15 mg comp.lib.prol.x 30,44,LAB0044,ABBVIE S.A.,,,09/01/2025,0,0,0,0,"1940781,56","1940781,56",0
119560,47909,RITONAVIR comp.rec.x 30,44,LAB0044,ABBVIE S.A.,,,24/11/2023,0,0,0,0,"9365,206","9365,206",0
119561,14916,SEVORANE env.x 250 ml,44,LAB0044,ABBVIE S.A.,,,17/10/2024,0,0,0,0,"165786,0325","165786,0325",0
119563,50933,SEVORANE QUICK FILL env.x 250 ml,44,LAB0044,ABBVIE S.A.,,,17/10/2024,0,0,0,0,"165786,0325","165786,0325",0
119573,53120,VENCLEXTA 100 mg comp.x 120,44,LAB0044,ABBVIE S.A.,,,24/10/2024,0,0,0,0,"12940550,06","12940550,06",0
119575,53119,VENCLEXTA kit de inicio x 1,44,LAB0044,ABBVIE S.A.,,,16/09/2022,0,0,0,0,"261047,28","261047,28",0
106256,57497,AMLODISANE 10 mg comp.x 500(EH),45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,19/09/2023,0,0,0,0,"17,82986","17,82986",0
106258,57496,AMLODISANE 5 mg comp.x 500(EH),45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,23/06/2022,0,0,0,0,"1,84984","1,84984",0
106259,55268,ANASTROZOL ECZANE 1 mg comp.rec.x 28,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,30/05/2023,0,0,0,0,690,690,0
106260,33079,ANASTROZOL ECZANE 1 mg comp.rec.x 30,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,22/06/2023,0,0,0,0,"749,9943077","749,9943077",0
106278,55665,CILOSTANE 100 mg comp.x 60,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,01/03/2023,0,0,0,0,"1214,75","1214,75",0
106279,55664,CILOSTANE 50 mg comp.x 30,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,29/12/2023,0,0,0,0,"2146,885","2146,885",0
106287,55273,DASATIXANE 100 mg comp.rec.x 30,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,03/05/2024,0,0,0,0,44525,44525,0
106342,57500,LOVOPREN 2 mg comp.x 1000(EH),45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,21/09/2022,0,0,0,0,"3,29","3,29",0
106360,54998,NORMOPAX 200 comp.x 500,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,19/09/2023,0,0,0,0,"27950,25","27950,25",0
106370,57501,OMEFORT 20 mg cáps.x 490(EH),45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,14/06/2023,0,0,0,0,"2660,7","2660,7",0
106386,57506,PROBLOCK 10 mg comp.rec.x 30,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,29/12/2023,0,0,0,0,"2188,11165","2188,112",0
106388,55671,PROBLOCK 5 mg comp.rec.x 30,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,29/12/2023,0,0,0,0,"1623,807","1623,807",0
106396,51947,ROVASTANE 10 mg comp.rec.x 30,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,29/12/2023,0,0,0,0,"2485,4154","2485,415",0
106398,51949,ROVASTANE 20 mg comp.rec.x 30,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,29/12/2023,0,0,0,0,"3773,47507","3773,475",0
120517,58026,OMEFORT 40 mg cáps.x 490(EH),45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,29/12/2023,0,0,0,0,"28009,715","28009,715",0
123080,MEG-IAG-00332,ROVASTANE 10MG,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,14/07/2022,0,0,0,0,"201,048","201,048",0
123081,MEG-IAG-00333,ROVASTANE 20MG,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,04/08/2022,0,0,0,0,"313,5666667","313,5666667",0
123090,MEG-IAG-00342,LOVOPREN 2MG - PRESENTACION HOSPITALARIA,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,29/12/2023,0,0,0,0,"31,83338","31,83338",0
123102,MEG-IAG-00354,PROBLOCK - BISOPROLOL FUMARATO 10MG,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,01/03/2023,0,0,0,0,"530,85","530,85",0
123121,MEG-IAG-00373,CARBON ACTIVADO 500 MG,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,23/06/2022,0,0,0,0,"3,990337143","3,990337143",0
123123,MEG-IAG-00375,AMLODISANE 10 MG- AMLODIPINA 10MG,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,04/08/2022,0,0,0,0,"192,303","192,303",0
123124,MEG-IAG-00376,AMLODISANE 5 MG- AMLODIPINA 5 MG,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,23/06/2022,0,0,0,0,"121,514","121,514",0
123575,58808,AFATIXANE 20 mg comp.rec.x 28,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,02/02/2023,0,0,0,0,"495867,77","495867,77",0
123929,MEG-IAG-01670,OMEFORT 20MG  CAPSULAS (PH) - ECZANE,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,07/12/2023,0,0,0,0,"47,24176531","47,24176531",0
125085,59818,CILOSTANE 100 mg comp.x 30,45,LAB0045,LABORATORIO ECZANE PHARMA S.A.,,,29/12/2023,0,0,0,0,"2856,46","2856,46",0
95970,26156,ARTRAIT 10 mg comp.ran.x 10,46,LAB0046,TRB PHARMA S.A.,,,31/05/2024,0,0,0,0,"5961,6256","5961,6256",0
95971,38111,ARTRAIT 15 mg comp.ran.x 4,46,LAB0046,TRB PHARMA S.A.,,,30/01/2024,0,0,0,0,"4620,7123","4620,7121",0
95976,49995,ARTRAIT 25 mg f.a.x 4,46,LAB0046,TRB PHARMA S.A.,,,24/04/2023,0,0,0,0,"3402,488","3402,488",0
95978,53349,ARTRAIT SC 15 mg f.a.x 4,46,LAB0046,TRB PHARMA S.A.,,,30/01/2024,0,0,0,0,"12949,8756","12949,8757",0
96028,36580,DICLOGESIC FORTE 50/500 mg comp.x 30,46,LAB0046,TRB PHARMA S.A.,,,30/01/2024,0,0,0,0,"4452,136767","4452,136767",0
96030,31500,DICLOGESIC GEL pomo x 50 g,46,LAB0046,TRB PHARMA S.A.,,,30/01/2024,0,0,0,0,"1050,224507","1050,224507",0
96052,50148,FUNGOTOTAL 150 mg comp.x 4,46,LAB0046,TRB PHARMA S.A.,,,24/04/2023,0,0,0,0,"1197,606","1197,606",0
96064,33026,MAXIOSTENIL 20 mg jga.prell.x 2 ml,46,LAB0046,TRB PHARMA S.A.,,,30/01/2024,0,0,0,0,"26074,0275","26074,0275",0
96065,45747,MAXIOSTENIL PLUS 40 mg jga.prell.x 2 ml,46,LAB0046,TRB PHARMA S.A.,,,30/01/2024,0,0,0,0,"39540,1035","39540,1035",0
96069,36835,METILPRES 5 mg comp.ran.x 30,46,LAB0046,TRB PHARMA S.A.,,,30/01/2024,0,0,0,0,"3069,476333","3069,476433",0
96083,27530,POLIRREUMIN 200 mg comp.rec.x 60,46,LAB0046,TRB PHARMA S.A.,,,30/01/2024,0,0,0,0,"11089,71455","11089,71455",0
