descripcion_proveedor,descripcion_match,similitud
caladryl corp caladryl corp deshidratada emul 200 mililitros,teosona fuerte jarabe  200 mililitros,0.93430054
carmin comprimidos recubiertos  28,vanticon comprimidos  28,0.95299953
carmin comprimidos recubiertos  28,rudoxil 25 miligramos comprimidos  28,0.85640055
carmin comprimidos recubiertos  28,rudoxil 125 miligramos comprimidos  28,0.8547706
carple  15 miligramos cpsulas  10,rabloc 10 miligramos comprimidos  15,0.96406144
carple  15 miligramos cpsulas  10,mextran 15 miligramos compran  10,0.9365443
carple  15 miligramos cpsulas  10,nefagrel 10 miligramos comprimidos  15,0.901956
carple  15 miligramos cpsulas  30,pioglit 15 miligramos comprimidos  30,0.96082747
carple  15 miligramos cpsulas  30,pioglit 30 miligramos comprimidos  15,0.9607385
carple  15 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.874295
carple  3 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.87224114
carple  3 miligramos cpsulas  30,palite  100 miligramos comprimidos  30,0.8670725
carple  3 miligramos cpsulas  30,olane xr 25 miligramos comprimidos  30,0.86447585
carple  6 miligramos cpsulas  30,xanol 6 microgramo capsulas  30,0.91475797
carple  6 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.873282
carple  6 miligramos cpsulas  30,palite  100 miligramos comprimidos  30,0.87082964
cedric balsamico concent frasco  100 mililitros,causalon ibu susporal  100 mililitros,0.9583134
cedric balsamico concent frasco  100 mililitros,pervino  jabliq  100 mililitros,0.9528348
cedric balsamico concent frasco  100 mililitros,plenovit vitamina c adcompmast  100,0.9462833
cedric jarabe frasco  220 mililitros,pervino  jabon espuma jabantibactrad  220 mililitros,0.9608635
cedric jarabe frasco  220 mililitros,pervino  jabon espuma jabantibachum  220 mililitros,0.95085096
cedric jarabe frasco  220 mililitros,usar fibras frasco  250 mililitros,0.77802485
cedric pocket envase  9 caramelos,plenovit magnesioc envase  350 gramos,0.7381238
cedric pocket envase  9 caramelos,rudoxil crema 40 miligramos capsulas  28,0.73361534
cedric pocket envase  9 caramelos,rudoxil crema 10 miligramos capsulas  28,0.7312194
cedrimuc sobres  10,cvpforte comprimidos  10,0.94023323
cedrimuc sobres  10,cvpflebo capsulas  10,0.934399
cedrimuc sobres  10,cortaler novo comprimidos  10,0.91440594
chiacaps premium cpsulas  30,plenovit ginsengc capsulas  30,0.9425689
chiacaps premium cpsulas  30,flebitol comprimidos  30,0.93747413
chiacaps premium cpsulas  30,cvp cellulite comprimidos  30,0.93621296
chiacaps premium cpsulas  60,neumoterol pediatrico capsulas  60 aplic,0.9364568
chiacaps premium cpsulas  60,neumoterol pediatrico capsulas  60 saplicador,0.93184143
chiacaps premium cpsulas  60,plenovit multivitaminas adcomp  60,0.92490965
cilostal 100 miligramos comprimidos  30,palite  100 miligramos comprimidos  30,0.9798649
cilostal 100 miligramos comprimidos  30,normital 100 miligramos comprimidos  30,0.9775012
cilostal 100 miligramos comprimidos  30,idesole 100 comprimidos  30,0.9671265
cilostal 100 miligramos comprimidos  60,neumote  100 capspinhalar  60,0.92303675
cilostal 100 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.8873944
cilostal 100 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.88627553
cilostal 50 miligramos comprimidos  30,dafe  50 miligramos compdispers  30,0.9628973
cilostal 50 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8866311
cilostal 50 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8834815
clavulo  1 gramos  14 comprimidos rec,clavulo  1 gramos comprimidos  12,0.8580068
clavulo  1 gramos  14 comprimidos rec,mezine xr 75 miligramos comprimidos  14,0.85487646
clavulo  1 gramos  14 comprimidos rec,mezine xr 150 miligramos comprimidos  14,0.8535169
clavulo  500 miligramos  14 comprimidos rec,impedil 500 miligramos comprimidos  20,0.88042766
clavulo  500 miligramos  14 comprimidos rec,mezine xr 75 miligramos comprimidos  14,0.876541
clavulo  500 miligramos  14 comprimidos rec,misile 500 miligramos comprimidos recubierto  7,0.8764103
clavulo  duo  70 mililitros susp oral,cefuro  250 miligramos susporal  70 mililitros,0.8046145
clavulo  duo  70 mililitros susp oral,pulsar comprimidos  20,0.7495789
clavulo  duo  70 mililitros susp oral,pulsar comprimidos  40,0.7487613
concor 10 miligramos comprimidos recubiertos  30,acotral 10 miligramos comprimidos  30,0.97501355
concor 10 miligramos comprimidos recubiertos  30,dafe  10 miligramos comprimidos  30,0.963073
concor 10 miligramos comprimidos recubiertos  30,loreme  antialergico 10 miligramos comprimidos  30,0.9479353
concor 25 miligramos comprimidos recubiertos  30,mosar 25 miligramos comprimidos recubierto  30,0.98603666
concor 25 miligramos comprimidos recubiertos  30,quepaz 25 miligramos comprimidos recubierto  30,0.98303413
concor 25 miligramos comprimidos recubiertos  30,normital 25 miligramos comprimidos  30,0.961553
concor 5 miligramos comprimidos recubiertos  30,dafe  5 miligramos compdispers  30,0.95225894
concor 5 miligramos comprimidos recubiertos  30,rabloc 5 miligramos comprimidos  30,0.94292164
concor 5 miligramos comprimidos recubiertos  30,nefagrel 5 miligramos comprimidos  30,0.9040705
concor plus 10 miligramos comprimidos  30,acotral 10 miligramos comprimidos  30,0.9739218
concor plus 10 miligramos comprimidos  30,dafe  10 miligramos comprimidos  30,0.9730202
concor plus 10 miligramos comprimidos  30,loreme  antialergico 10 miligramos comprimidos  30,0.9679233
concor plus 5 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.98494834
concor plus 5 miligramos comprimidos  30,dafe  5 miligramos compdispers  30,0.9480174
concor plus 5 miligramos comprimidos  30,nefagrel 5 miligramos comprimidos  30,0.93817925
contractil comprimidos  30,flebitol comprimidos  30,0.97647154
contractil comprimidos  30,mosar plus comprimidos  30,0.9620989
contractil comprimidos  30,akatinol comprimidos  30,0.96193504
contractil contractil extra pack 2 en 1 capsulas  60,mosar 1% pvopsusporal  60 mililitros,0.8286384
contractil contractil extra pack 2 en 1 capsulas  60,causalon 300 miligramos sup  2  1 gramos,0.8239926
contractil contractil extra pack 2 en 1 capsulas  60,neumoterol pediatrico capsulas  60 saplicador,0.79969555
contractil contractil  60 extra pack,neumoterol pediatrico capsulas  60 saplicador,0.914219
contractil contractil  60 extra pack,neumoterol pediatrico capsulas  60 aplic,0.9085041
contractil contractil  60 extra pack,plenovit multivitaminas adcomp  60,0.88927376
contractil f crema  20 gramos,mosar suspgts  20 mililitros,0.9329401
contractil f crema  20 gramos,doxtran flex comprimidos recubierto  20,0.93052363
contractil f crema  20 gramos,doxtran gesic comprimidos recubierto  20,0.9280017
control k 600 miligramos cpsulas  30,fingras 120 miligramos capsulas  30,0.86115223
control k 600 miligramos cpsulas  30,intal 20 miligramos capsulas  30,0.86032134
control k 600 miligramos cpsulas  30,fingras 60 miligramos capsulas  30,0.8592959
control k 600 miligramos cpsulas  60,didapho 200 miligramos capsulas  60,0.86259335
control k 600 miligramos cpsulas  60,fingras 120 miligramos capsulas  60,0.86079293
control k 600 miligramos cpsulas  60,fingras 60 miligramos capsulas  60,0.8590622
corosan 160 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8840481
corosan 160 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8839754
corosan 160 miligramos comprimidos  30,olane xr 375 miligramos comprimidos  30,0.8813466
corosan 320 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8851178
corosan 320 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.88375455
corosan 320 miligramos comprimidos  30,olane xr 375 miligramos comprimidos  30,0.8821328
corosan 80 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.88451934
corosan 80 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.88335395
corosan 80 miligramos comprimidos  30,olane xr 375 miligramos comprimidos  30,0.8820124
corosan d 160 miligramos 125 miligramos comprimidos  30,olane xr 125 miligramos comprimidos  30,0.90132743
corosan d 160 miligramos 125 miligramos comprimidos  30,idesole ii 45 miligramos comprimidos  30,0.84161425
corosan d 160 miligramos 125 miligramos comprimidos  30,pioglit 45 miligramos comprimidos  30,0.84143615
corosan d 80 miligramos 125 miligramos comprimidos  30,olane xr 125 miligramos comprimidos  30,0.9044046
corosan d 80 miligramos 125 miligramos comprimidos  30,idesole ii 45 miligramos comprimidos  30,0.84267545
corosan d 80 miligramos 125 miligramos comprimidos  30,pioglit 30 miligramos comprimidos  15,0.84216547
crisplus 120 miligramos cpsulas  30,fingras 120 miligramos capsulas  30,0.97172654
crisplus 120 miligramos cpsulas  30,fingras 120 miligramos capsulas  60,0.8708403
crisplus 120 miligramos cpsulas  30,fingras 120 miligramos capsulas  42,0.87057143
crisplus 120 miligramos cpsulas  60,fingras 120 miligramos capsulas  60,0.9723755
crisplus 120 miligramos cpsulas  60,fingras 120 miligramos capsulas  30,0.8727726
crisplus 120 miligramos cpsulas  60,fingras 120 miligramos capsulas  42,0.8716699
crisplus 60 miligramos cpsulas  30,fingras 60 miligramos capsulas  30,0.96911037
crisplus 60 miligramos cpsulas  30,idesole 30 miligramos comprimidos recubierto  60,0.9430556
crisplus 60 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.8702298
crisplus 60 miligramos cpsulas  60,fingras 60 miligramos capsulas  60,0.8703195
crisplus 60 miligramos cpsulas  60,fingras 120 miligramos capsulas  60,0.8701122
crisplus 60 miligramos cpsulas  60,fingras 60 miligramos capsulas  30,0.870014
cronopen comprimidos recubiertos  3,doxtran b 12 inyeccion frasco ampolla  3,0.8454172
cronopen comprimidos recubiertos  3,aminofilin 200 miligramos inyectable  3,0.81551486
cronopen comprimidos recubiertos  3,dexa aminofilin 200 miligramos inyectable  3,0.81292826
cronopen comprimidos recubiertos  5,clare  compuesto solucion oftalmica  5 mililitros,0.92256486
cronopen comprimidos recubiertos  5,misile 750 miligramos comprimidos recubierto  5,0.8718401
cronopen comprimidos recubiertos  5,palite  400 miligramos comprimidos  5,0.8697298
cronopen comprimidos recubiertos  6,doxtran b 12 inyeccion frasco ampolla  6,0.8465584
cronopen comprimidos recubiertos  6,me  24 comprimidos  6,0.8253382
cronopen comprimidos recubiertos  6,aminofilin 200 miligramos inyectable  6,0.8137009
cronopen suspensin  15 mililitros,teosona solucion comprimidos  15,0.9142133
cronopen suspensin  15 mililitros,idesole plus comprimidos  15,0.90717113
cronopen suspensin  15 mililitros,megale  comprimidos recubierto  15,0.9035018
cronopen suspensin  30 mililitros,ventoplus nebu multidosis envase  30 mililitros,0.94433314
cronopen suspensin  30 mililitros,plenovit melatonina comprimidos  30,0.94040096
cronopen suspensin  30 mililitros,pulsar plus gotas  30 mililitros,0.934136
cronopen balsamico adult inyectable frasco ampolla  22  5 mililitros,misile 750 miligramos comprimidos recubierto  5,0.85322076
cronopen balsamico adult inyectable frasco ampolla  22  5 mililitros,rabloc 5 miligramos comprimidos  30,0.85266334
cronopen balsamico adult inyectable frasco ampolla  22  5 mililitros,palite  400 miligramos comprimidos  5,0.85228807
cronopen balsamico adult inyectable frasco ampolla  44  5 mililitros,rabloc 5 miligramos comprimidos  30,0.8536578
cronopen balsamico adult inyectable frasco ampolla  44  5 mililitros,misile 750 miligramos comprimidos recubierto  5,0.8522434
cronopen balsamico adult inyectable frasco ampolla  44  5 mililitros,palite  400 miligramos comprimidos  5,0.85206586
cronopen balsamico inf inyectable frasco ampolla  33  25 mililitros,olane xr 25 miligramos comprimidos  30,0.85842115
cronopen balsamico inf inyectable frasco ampolla  33  25 mililitros,olane xr 25 miligramos comprimidos  10,0.8582032
cronopen balsamico inf inyectable frasco ampolla  33  25 mililitros,doxtran ma  25 miligramos comprimidos recubierto  10,0.85191184
cvp cannabidiol crema  400 gramos,palite  400 miligramos comprimidos  5,0.81784636
cvp cannabidiol crema  400 gramos,ibuprofeni  mujer 400 miligramos comprimidos  10,0.81346995
cvp cannabidiol crema  400 gramos,ibuprofeni  400 miligramos comprimidos  20,0.8111793
cvp flebo comprimidos masticables  30,cvp cellulite comprimidos  30,0.9661962
cvp flebo comprimidos masticables  30,flebitol comprimidos  30,0.95286494
cvp flebo comprimidos masticables  30,plenovit melatonina comprimidos  30,0.94414264
cvp flebo cvp flebo comprimidos mastic  60,mosar enzimatico comprimidos  60,0.8968796
cvp flebo cvp flebo comprimidos mastic  60,plenovit multivitaminas adcomp  60,0.88914186
cvp flebo cvp flebo comprimidos mastic  60,plenovit magnesioc comprimidos  60,0.88829005
dabidane 110 miligramos cpsulas  30,rabloc 5 miligramos comprimidos  30,0.8702594
dabidane 110 miligramos cpsulas  30,olane xr 375 miligramos comprimidos  30,0.8698634
dabidane 110 miligramos cpsulas  30,doxolbran 4 miligramos comprimidos  30,0.86937594
dabidane 110 miligramos cpsulas  60,rabloc 20 miligramos comprimidos  60,0.8750934
dabidane 110 miligramos cpsulas  60,rabloc 10 miligramos comprimidos  60,0.8733271
dabidane 110 miligramos cpsulas  60,idesole ii 45 miligramos comprimidos  60,0.8690756
dabidane 150 miligramos cpsulas  30,olane xr 125 miligramos comprimidos  30,0.869741
dabidane 150 miligramos cpsulas  30,mezine xr 150 miligramos comprimidos  14,0.8691984
dabidane 150 miligramos cpsulas  30,mezine xr 150 miligramos comprimidos  28,0.8690748
dabidane 150 miligramos cpsulas  60,rabloc 20 miligramos comprimidos  60,0.87385297
dabidane 150 miligramos cpsulas  60,rabloc 10 miligramos comprimidos  60,0.87132
dabidane 150 miligramos cpsulas  60,mezine xr 150 miligramos comprimidos  28,0.8690236
dabidane 75 miligramos cpsulas  30,idesole ii 45 miligramos comprimidos  30,0.870539
dabidane 75 miligramos cpsulas  30,rabloc 5 miligramos comprimidos  30,0.8692981
dabidane 75 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.86891246
dacten 16 miligramos  15 comprimidos,dacten 32 miligramos comprimidos  15,0.890913
dacten 16 miligramos  15 comprimidos,rabloc 20 miligramos comprimidos  15,0.8810693
dacten 16 miligramos  15 comprimidos,rabloc 10 miligramos comprimidos  15,0.8809729
dacten 16 miligramos  30 comprimidos,dafe  10 miligramos comprimidos  30,0.8802473
dacten 16 miligramos  30 comprimidos,olane xr 25 miligramos comprimidos  30,0.8792625
dacten 16 miligramos  30 comprimidos,olane xr 375 miligramos comprimidos  30,0.8780475
dacten 8 miligramos  15 comprimidos,dacten 32 miligramos comprimidos  15,0.88961273
dacten 8 miligramos  15 comprimidos,rabloc 10 miligramos comprimidos  15,0.88056624
dacten 8 miligramos  15 comprimidos,rabloc 20 miligramos comprimidos  15,0.88042057
dacten 8 miligramos  30 comprimidos,dafe  10 miligramos comprimidos  30,0.88103867
dacten 8 miligramos  30 comprimidos,olane xr 25 miligramos comprimidos  30,0.8803631
dacten 8 miligramos  30 comprimidos,olane xr 375 miligramos comprimidos  30,0.87858254
dacten d  15 comprimidos,teosona solucion comprimidos  15,0.9546777
dacten d  15 comprimidos,megale  comprimidos recubierto  15,0.92551243
dacten d  15 comprimidos,idesole plus comprimidos  15,0.90695
dacten d  30 comprimidos,teosona solucion comprimidos  30,0.95426977
dacten d  30 comprimidos,plenovit melatonina comprimidos  30,0.95390713
dacten d  30 comprimidos,flebitol comprimidos  30,0.95107
dactilus 28 comprimidos recubiertos  10 miligramos,rudoxil crema 10 miligramos capsulas  28,0.94505864
dactilus 28 comprimidos recubiertos  10 miligramos,olane 20 miligramos comprimidos recubierto  10,0.8816529
dactilus 28 comprimidos recubiertos  10 miligramos,acotral 10 miligramos comprimidos  10,0.8786984
darisec 15 miligramos comprimidos  30,pioglit 15 miligramos comprimidos  30,0.98473185
darisec 15 miligramos comprimidos  30,pioglit 30 miligramos comprimidos  15,0.98447335
darisec 15 miligramos comprimidos  30,dafe  10 miligramos comprimidos  30,0.89053386
darisec 75 miligramos comprimidos  15,rabloc 20 miligramos comprimidos  15,0.8865297
darisec 75 miligramos comprimidos  15,rabloc 10 miligramos comprimidos  15,0.8859077
darisec 75 miligramos comprimidos  15,dacten 32 miligramos comprimidos  15,0.8839384
darisec 75 miligramos comprimidos  30,dafe  10 miligramos comprimidos  30,0.88679594
darisec 75 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.88299865
darisec 75 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8822074
deltar susp oft  10 mililitros,modernel gotas  10 mililitros,0.9409638
deltar susp oft  10 mililitros,doxtran gesic comprimidos recubierto  10,0.9064544
deltar susp oft  10 mililitros,megale  antiacido compmast  10,0.90537107
deltisona b 4 miligramos  20 comprimidos,rabloc 20 miligramos comprimidos  15,0.87327623
deltisona b 4 miligramos  20 comprimidos,rabloc 20 miligramos comprimidos  60,0.8717185
deltisona b 4 miligramos  20 comprimidos,nefazan 300 miligramos comprimidos  4,0.8714184
deltisona b 40 miligramos  20 comprimidos,impedil 500 miligramos comprimidos  20,0.8698501
deltisona b 40 miligramos  20 comprimidos,rabloc 20 miligramos comprimidos  15,0.86938566
deltisona b 40 miligramos  20 comprimidos,impedil 250 miligramos comprimidos  20,0.8693777
deltisona b 8 miligramos  20 comprimidos,rabloc 20 miligramos comprimidos  15,0.87221426
deltisona b 8 miligramos  20 comprimidos,mefeni  20 miligramos comprimidos recubierto  20,0.8702174
deltisona b 8 miligramos  20 comprimidos,rabloc 20 miligramos comprimidos  60,0.87015754
deltisona b gotas nf  20 mililitros,mosar suspgts  20 mililitros,0.9568931
deltisona b gotas nf  20 mililitros,cenacert susp  20 mililitros,0.95206356
deltisona b gotas nf  20 mililitros,causalon pedgts  20 mililitros,0.95163125
diabutil 2 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.9880928
diabutil 2 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.88872415
diabutil 2 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8887212
diabutil 4 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.9894691
diabutil 4 miligramos comprimidos  30,rolast nios 4 miligramos sobgran  30,0.94589436
diabutil 4 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8881692
discretest envase  1,proterenal inyeccion lioffa  1,0.8408734
discretest envase  1,micranil inyectable  1,0.8317571
discretest envase  1,mosar 1% pvopsusporal  60 mililitros,0.7457999
ditropan comprimidos  20,dresan comprimidos  20,0.9648967
ditropan comprimidos  20,cvpforte comprimidos  20,0.963934
ditropan comprimidos  20,mucome  comprimidos  20,0.9636443
ditropan comprimidos  30,flebitol comprimidos  30,0.97383106
ditropan comprimidos  30,cvp cellulite comprimidos  30,0.9540922
ditropan comprimidos  30,plenovit melatonina comprimidos  30,0.94586474
ditropan comprimidos  50,cvpflebo capsulas  50,0.94746417
ditropan comprimidos  50,inteligen ginseng fuerte comprimidos recubierto  50,0.927517
ditropan comprimidos  50,plenovit ginseng capsulas  50,0.92262065
ditropan jarabe  200 mililitros,inteligen jarabe  200 mililitros,0.97182864
ditropan jarabe  200 mililitros,teosona fuerte jarabe  200 mililitros,0.96862775
ditropan jarabe  200 mililitros,teosona jarabe  200 mililitros,0.965976
ditropan ud 10 miligramos  30 comprimidos rec lib cont,dafe  10 miligramos comprimidos  30,0.9492822
ditropan ud 10 miligramos  30 comprimidos rec lib cont,acotral 10 miligramos comprimidos  30,0.9447298
ditropan ud 10 miligramos  30 comprimidos rec lib cont,loreme  antialergico 10 miligramos comprimidos  30,0.9221159
ditropan ud 10 miligramos  20 comprimidos rec lib cont,olane 20 miligramos comprimidos recubierto  10,0.9661691
ditropan ud 10 miligramos  20 comprimidos rec lib cont,acotral 10 miligramos comprimidos  20,0.94408244
ditropan ud 10 miligramos  20 comprimidos rec lib cont,olane 20 miligramos comprimidos recubierto  30,0.8663171
ditropan ud 15 miligramos  30 comprimidos rec lib cont,pioglit 15 miligramos comprimidos  30,0.95578164
ditropan ud 15 miligramos  30 comprimidos rec lib cont,pioglit 30 miligramos comprimidos  15,0.955289
ditropan ud 15 miligramos  30 comprimidos rec lib cont,mosar 25 miligramos comprimidos recubierto  30,0.86562914
ditropan ud 15 miligramos  20 comprimidos rec lib cont,rabloc 20 miligramos comprimidos  15,0.932227
ditropan ud 15 miligramos  20 comprimidos rec lib cont,olmec 20 miligramos comprimidos  15,0.9225582
ditropan ud 15 miligramos  20 comprimidos rec lib cont,mextran 15 miligramos compran  20,0.9190706
ditropan ud 5 miligramos  30 comprimidos rec lib cont,dafe  5 miligramos compdispers  30,0.95595026
ditropan ud 5 miligramos  30 comprimidos rec lib cont,rabloc 5 miligramos comprimidos  30,0.9278245
ditropan ud 5 miligramos  30 comprimidos rec lib cont,nefagrel 5 miligramos comprimidos  30,0.91221935
ditropan ud 5 miligramos  20 comprimidos rec lib cont,olane 20 miligramos comprimidos recubierto  30,0.86829686
ditropan ud 5 miligramos  20 comprimidos rec lib cont,olane 20 miligramos comprimidos recubierto  10,0.8680637
ditropan ud 5 miligramos  20 comprimidos rec lib cont,mosar 5 miligramos comprimidos recubierto  40,0.86745065
diva comprimidos recubiertos  28,vanticon comprimidos  28,0.94815797
diva comprimidos recubiertos  28,rudoxil 25 miligramos comprimidos  28,0.85030234
diva comprimidos recubiertos  28,rudoxil crema 80 miligramos capsulas  28,0.84910756
diva comprimidos recubiertos  28 stroquel,vanticon comprimidos  28,0.93843496
diva comprimidos recubiertos  28 stroquel,mezine xr 75 miligramos comprimidos  28,0.8487141
diva comprimidos recubiertos  28 stroquel,mezine xr 150 miligramos comprimidos  28,0.8455508
diva comprimidos recubiertos  56,vanticon comprimidos  56,0.94469506
diva comprimidos recubiertos  56,megale  comprimidos recubierto  15,0.77952886
diva comprimidos recubiertos  56,kalter forte comprimidos recubierto  30,0.7786491
diva total comprimidos recubiertos  56,vanticon comprimidos  56,0.9452264
diva total comprimidos recubiertos  56,megale  comprimidos recubierto  15,0.77972007
diva total comprimidos recubiertos  56,kalter forte comprimidos recubierto  30,0.77638644
diva total comprimidos  24  4 de placebo,doxolbran 4 miligramos comprimidos  30,0.860063
diva total comprimidos  24  4 de placebo,loreme  antigripal comprimidos  24,0.85368365
diva total comprimidos  24  4 de placebo,nefazan 300 miligramos comprimidos  4,0.8501349
diva total comprimidos  24  4 stroquel,me  24 comprimidos  6,0.8575952
diva total comprimidos  24  4 stroquel,doxolbran 4 miligramos comprimidos  30,0.8480411
diva total comprimidos  24  4 stroquel,loreme  antigripal comprimidos  24,0.8402868
divina comprimidos recubiertos  28,vanticon comprimidos  28,0.93844783
divina comprimidos recubiertos  28,mezine xr 75 miligramos comprimidos  28,0.84180695
divina comprimidos recubiertos  28,mezine xr 225 miligramos comprimidos  28,0.8412554
divina comprimidos recubiertos  28 stroquel,vanticon comprimidos  28,0.92536455
divina comprimidos recubiertos  28 stroquel,mezine xr 75 miligramos comprimidos  28,0.83867776
divina comprimidos recubiertos  28 stroquel,mezine xr 150 miligramos comprimidos  28,0.8353064
divina comprimidos recubiertos  84,nateglin 30 miligramos comprimidos  84,0.831198
divina comprimidos recubiertos  84,nateglin 120 miligramos comprimidos  84,0.8274748
divina comprimidos recubiertos  84,nateglin 90 miligramos comprimidos  84,0.8272046
dolonervobion 10000 6 pampnf,doxtran b 12 inyeccion frasco ampolla  6,0.82691634
dolonervobion 10000 6 pampnf,aminofilin 200 miligramos inyectable  6,0.8182013
dolonervobion 10000 6 pampnf,xanol 6 microgramo capsulas  60,0.8169778
dolonervobion cpsulas  20,cvpflebo capsulas  20,0.9568038
dolonervobion cpsulas  20,cvpforte comprimidos  20,0.9394666
dolonervobion cpsulas  20,dresan comprimidos  20,0.9284063
dos dias n comprimidos  2,edictum 2 miligramos comprimidos  10,0.8626551
dos dias n comprimidos  2,doxolbran 2 miligramos comprimidos  30,0.84314835
dos dias n comprimidos  2,omate  40 miligramos jeringa prellenada  2,0.8327787
dutide 14 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8825524
dutide 14 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.88178855
dutide 14 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.8814975
dutide 3 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8835543
dutide 3 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.88238364
dutide 3 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8812352
dutide 7 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.8840479
dutide 7 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.88108784
dutide 7 miligramos comprimidos  30,doxolbran 2 miligramos comprimidos  30,0.88089293
duranil lquido frasco  200 mililitros,pervino  quirurgico envase  200 mililitros,0.96720815
duranil lquido frasco  200 mililitros,pervino  jabliq  200 mililitros,0.9454709
duranil lquido frasco  200 mililitros,teosona fuerte jarabe  200 mililitros,0.9440589
egestan folico 1 miligramos comprimidos  30,pioglit 15 miligramos comprimidos  30,0.87469226
egestan folico 1 miligramos comprimidos  30,pioglit 30 miligramos comprimidos  15,0.874038
egestan folico 1 miligramos comprimidos  30,doxolbran 4 miligramos comprimidos  30,0.8739556
egestan folico 1 miligramos comprimidos  60,mosar 1% pvopsusporal  60 mililitros,0.93489254
egestan folico 1 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.87301826
egestan folico 1 miligramos comprimidos  60,doxolbran 1 miligramos comprimidos  20,0.8713253
egestan folico 5 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.96831274
egestan folico 5 miligramos comprimidos  30,dafe  5 miligramos compdispers  30,0.9548204
egestan folico 5 miligramos comprimidos  30,nefagrel 5 miligramos comprimidos  30,0.935522
egestan folico 5 miligramos comprimidos  60,idesole ii 45 miligramos comprimidos  60,0.8762442
egestan folico 5 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.8713591
egestan folico 5 miligramos comprimidos  60,palite  400 miligramos comprimidos  5,0.87101614
egestan 10 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.969625
egestan 10 miligramos comprimidos  60,safoxen 500 miligramos comprimidos  10,0.8746621
egestan 10 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  15,0.871852
egestan 10 miligramos comprimidos  30,dafe  10 miligramos comprimidos  30,0.9679219
egestan 10 miligramos comprimidos  30,acotral 10 miligramos comprimidos  30,0.96286315
egestan 10 miligramos comprimidos  30,loreme  antialergico 10 miligramos comprimidos  30,0.9603167
ellering anillo vaginal envase  1,proterenal inyeccion lioffa  1,0.90129673
ellering anillo vaginal envase  1,micranil inyectable  1,0.889777
ellering anillo vaginal envase  1,mosar 1% pvopsusporal  60 mililitros,0.788956
elpi lip comprimidos  30,flebitol comprimidos  30,0.9699402
elpi lip comprimidos  30,akatinol comprimidos  30,0.95106137
elpi lip comprimidos  30,mosar plus comprimidos  30,0.9487619
epamin cpsulas frasco por 30,mosar enzimatico comprimidos  30,0.9633173
epamin cpsulas frasco por 30,holomagnesio vital comprimidos recubierto  30,0.9495915
epamin cpsulas frasco por 30,kalter forte comprimidos recubierto  30,0.9492929
epamin cpsulas frasco por 60,mosar enzimatico comprimidos  60,0.9625264
epamin cpsulas frasco por 60,neumoterol pediatrico capsulas  60 aplic,0.9503365
epamin cpsulas frasco por 60,plenovit magnesioc comprimidos  60,0.94569576
epamin cpsulas frasco por 90,causalon ibu susporal  90 mililitros,0.9395793
epamin cpsulas frasco por 90,nateglin 90 miligramos comprimidos  24,0.8239631
epamin cpsulas frasco por 90,nateglin 90 miligramos comprimidos  84,0.8236684
epamin lquido frasco por 120 mililitros,causalon ibu susporal  120 mililitros,0.94236356
epamin lquido frasco por 120 mililitros,causalon bronquial susp  120 mililitros,0.9281294
epamin lquido frasco por 120 mililitros,causalon pro susp  120 mililitros,0.9271909
